df_name,x_var,y_var,m_var,total_effect_coef,total_effect_p,path_a_coef,path_a_pval,path_b_coef,path_b_pval,direct_effect_coef,direct_effect_pval
dishonest,lierate,acc_drop,Interested,0.006142027307616883,0.8933706278978503,-0.044230948513313356,0.9562927646727749,-0.0055113261615633985,0.48498232182442613,0.00589825612392472,0.8980770827031916
dishonest,lierate,acc_drop,Distressed,0.006142027307616883,0.8933706278978503,-0.299755517777629,0.6515053264641026,0.019816841084651093,0.035525948575267516,0.012082234767663468,0.7856231575971838
dishonest,lierate,acc_drop,Excited,0.006142027307616883,0.8933706278978503,-0.6926782274956705,0.407737697416488,0.0018754353651597017,0.8064195135940069,0.007441100552138425,0.8729775954185305
dishonest,lierate,acc_drop,Upset,0.006142027307616883,0.8933706278978503,-1.552226210137563,0.05106715044328991,0.010256291515157598,0.2059179365052007,0.022062111816255975,0.6407600297373907
dishonest,lierate,acc_drop,Strong,0.006142027307616883,0.8933706278978503,0.3811018325708829,0.6466337577672281,0.001217931052829144,0.8741081381128151,0.00567787155143873,0.9024941339170792
dishonest,lierate,acc_drop,Guilty,0.006142027307616883,0.8933706278978503,0.49215737944978183,0.5508090190853228,0.000359038803126141,0.9630572795130578,0.005965323711149559,0.8977489097777445
dishonest,lierate,acc_drop,Scared,0.006142027307616883,0.8933706278978503,-0.3064382128789325,0.613082480041149,-0.0020855522735391437,0.8432397882234737,0.0055029343960479715,0.9055115953814787
dishonest,lierate,acc_drop,Hostile,0.006142027307616883,0.8933706278978503,-1.0888358274669392,0.0488940414710103,-0.011933142723388425,0.3079894151945567,-0.0068512060238848285,0.885373245857105
dishonest,lierate,acc_drop,Enthusiastic,0.006142027307616883,0.8933706278978503,-0.23117231543801753,0.7721353326566153,0.004520226017164747,0.5714964742175406,0.007186978422308047,0.8762708356577011
dishonest,lierate,acc_drop,Proud,0.006142027307616883,0.8933706278978503,-0.3266380439438147,0.7223373090791227,-0.0002780669996306261,0.9680833132891589,0.006051200046772232,0.8960602496733043
dishonest,lierate,acc_drop,Irritable,0.006142027307616883,0.8933706278978503,-0.4358302940368533,0.4963939607937674,0.00037795467634508086,0.969807769771583,0.0063067514053409685,0.8920423599293767
dishonest,lierate,acc_drop,Alert,0.006142027307616883,0.8933706278978503,-1.1973469861212067,0.16127620905158607,0.0013239145433597893,0.8605898136831842,0.00772721239599077,0.8697541881843746
dishonest,lierate,acc_drop,Ashamed,0.006142027307616883,0.8933706278978503,0.6646182012773104,0.3580408587320264,-0.00918440936199872,0.29762774281356924,0.012246152937582973,0.7907879740526332
dishonest,lierate,acc_drop,Inspired,0.006142027307616883,0.8933706278978503,-0.4495579919478224,0.6001854593273968,0.001751701880738438,0.814141518062028,0.00692951888761289,0.8811870561541281
dishonest,lierate,acc_drop,Nervous,0.006142027307616883,0.8933706278978503,-0.5056051123133798,0.5510897256888856,0.005188389168723415,0.49039421837687724,0.008765303395994817,0.8495630362771325
