df_name,x_var,y_var,m_var,total_effect_coef,total_effect_p,path_a_coef,path_a_pval,path_b_coef,path_b_pval,direct_effect_coef,direct_effect_pval
dishonest,lierate,acc_drop,Interested,-0.04613453691423425,0.2558611155217156,-1.1958410021315533,0.06291700630728511,-0.002446791871434959,0.8149576845906503,-0.04906051095777831,0.25402484173891693
dishonest,lierate,acc_drop,Distressed,-0.04613453691423425,0.2558611155217156,-1.0046338976627123,0.2036074358401011,0.006805036126353341,0.41626790854295914,-0.03929796694688032,0.34418357733041793
dishonest,lierate,acc_drop,Excited,-0.04613453691423425,0.2558611155217156,0.3393913809127115,0.6051125161943477,0.011469280994663076,0.24882765482155914,-0.05002711202908883,0.2182025950473557
dishonest,lierate,acc_drop,Upset,-0.04613453691423425,0.2558611155217156,0.5070564228770642,0.5678949325052456,0.001241836664711624,0.8670882639911766,-0.046764218171240504,0.2575849117126212
dishonest,lierate,acc_drop,Strong,-0.04613453691423425,0.2558611155217156,-0.6890291889198737,0.2822098116191976,-0.0020414071476190275,0.8434323552643517,-0.047541126025413355,0.2548536175043328
dishonest,lierate,acc_drop,Guilty,-0.04613453691423425,0.2558611155217156,-0.5028631143276121,0.46018303706114405,0.003046019107685965,0.7531127929766155,-0.04460280625944185,0.28076870982352203
dishonest,lierate,acc_drop,Scared,-0.04613453691423425,0.2558611155217156,-0.1483797053299718,0.8347528724016807,0.007577912429995273,0.4103488887881632,-0.04501012850085517,0.2697469248823789
dishonest,lierate,acc_drop,Hostile,-0.04613453691423425,0.2558611155217156,1.3425977417451622,0.09564229695331344,0.006199826096646944,0.453900580670756,-0.05445840943080516,0.19946860493858434
dishonest,lierate,acc_drop,Enthusiastic,-0.04613453691423425,0.2558611155217156,-0.6000986918956316,0.3417934219114882,-0.0007861510190813598,0.940181379280734,-0.04660630511241738,0.2628244281572565
dishonest,lierate,acc_drop,Proud,-0.04613453691423425,0.2558611155217156,-0.49136646005452944,0.4001609033240433,0.01041346963475731,0.3544157789333048,-0.04101770720291821,0.3168507840010135
dishonest,lierate,acc_drop,Irritable,-0.04613453691423425,0.2558611155217156,0.935868814375822,0.16297541722067982,0.006674743007947169,0.5000056832507909,-0.052381220739344994,0.21257518056742167
dishonest,lierate,acc_drop,Alert,-0.04613453691423425,0.2558611155217156,1.8110860798155315,0.061942583326027575,0.004500258312517913,0.5150591592235476,-0.05428489209960953,0.20574712516981178
dishonest,lierate,acc_drop,Ashamed,-0.04613453691423425,0.2558611155217156,-0.029590004125351455,0.9604331227214888,-0.0009727354486793504,0.9296799454884213,-0.04616332016017353,0.2618006902725104
dishonest,lierate,acc_drop,Inspired,-0.04613453691423425,0.2558611155217156,-0.16191089078815935,0.7716964012377212,0.002962007606702067,0.8015372131858994,-0.04565495562411176,0.2671555782964258
dishonest,lierate,acc_drop,Nervous,-0.04613453691423425,0.2558611155217156,0.051237312396383294,0.9517239723947248,0.0003616833465051954,0.9628674951011285,-0.04615306859684763,0.26194737914511196
dishonest,lierate,acc_drop,Determined,-0.04613453691423425,0.2558611155217156,-1.220446922545812,0.10430407023870986,-0.0005844812533756093,0.9476513872719146,-0.0468478652612022,0.27099904673275665
dishonest,lierate,acc_drop,Attentive,-0.04613453691423425,0.2558611155217156,-0.7531673962609944,0.2989970501834237,-0.002665843726398702,0.7701719270941652,-0.048142363492484616,0.24824029899826147
dishonest,lierate,acc_drop,Jittery,-0.04613453691423425,0.2558611155217156,-0.1476070494028041,0.8570979316836174,0.0033309347280905265,0.677643803435273,-0.045642867467267395,0.26627635932315513
dishonest,lierate,acc_drop,Active,-0.04613453691423425,0.2558611155217156,-0.2421816879653681,0.6866546625323808,0.013677349601706124,0.20736298293456937,-0.04282213330080055,0.288309386095567
dishonest,lierate,acc_drop,Afraid,-0.04613453691423425,0.2558611155217156,0.052657083840441904,0.9510539736161223,0.006666342911528139,0.3820054670230193,-0.04648556709183568,0.25383445220172235
dishonest,lierate,acc_drop,Pos,-0.04613453691423425,0.2558611155217156,-3.2035647798336773,0.41041184959324695,0.0009677295427732886,0.5676278684084911,-0.04303435263460116,0.2971463917560813
dishonest,lierate,acc_drop,Neg,-0.04613453691423425,0.2558611155217156,1.05634360438642,0.8526764627421006,0.0007493337721473426,0.5157027137396635,-0.0469260908519928,0.2517467900236774
dishonest,lierate,acc_drop,Total,-0.04613453691423425,0.2558611155217156,-2.1472211754472594,0.783966664131518,0.0006325334616652926,0.4496425967221285,-0.044776347671167546,0.2730649025214387
dishonest,lierate,meta_drop,Interested,-0.0030113123745710096,0.9377214260336896,-1.1958410021315533,0.06291700630728511,0.0035014090197879716,0.7262932653716112,0.0011758160965246991,0.976995661316747
dishonest,lierate,meta_drop,Distressed,-0.0030113123745710096,0.9377214260336896,-1.0046338976627123,0.2036074358401011,0.01859938114133103,0.01636769881284861,0.01567425639555872,0.6716108551457961
dishonest,lierate,meta_drop,Excited,-0.0030113123745710096,0.9377214260336896,0.3393913809127115,0.6051125161943477,0.010695912119456665,0.2614056770874495,-0.006641412758914406,0.8631791358065921
dishonest,lierate,meta_drop,Upset,-0.0030113123745710096,0.9377214260336896,0.5070564228770642,0.5678949325052456,0.007798013223850229,0.268402677185229,-0.006965345065404543,0.8567563182880706
dishonest,lierate,meta_drop,Strong,-0.0030113123745710096,0.9377214260336896,-0.6890291889198737,0.2822098116191976,0.011699518164091165,0.23265133934042723,0.005049997136786052,0.8967052450071085
